Id,EssaySet,EssayText_Cleaned,FinalScore,SBERT_Label
1615,1,"this group needs to include quantitative information such as, ""how much vinegar"". this group should try to eliminate the use of the word ""sample"", it can be confusing to someone which sample they are talking about. i also think it would be better, if possible, to use the same mass for all samples, this will show the change in porportion to how much of the material.",2.0,0.6666666666666666
483,1,"one thing you need to know is how much vinegar to put into each container. also which tsamples are they using and also how much of the sample should u use.for example, the whole object, half the object. also if they were making a table what information do u need to record.",2.0,0.6666666666666666
1124,1,"the starting mass, the ending mass, the difference in the mass, label the samples.",0.0,0.0
1371,1,"you would need to know how much vinegar to pour, list of materials to use, and how much of each material.",2.0,0.6666666666666666
821,1,"firstly, it is needed to be known how much vinegar should be pouredinto each of the four seperate containers.",2.0,0.6666666666666666
1329,1,to repeat the students experiment you would need to know additionaly to the procedure,3.0,1.0
934,1,some additional information that would be need with this experiment is a hypothesis. this is because you should predict and guess the things you could be working with. you would also need a scale to tell you how much each sample range in grams.,0.0,0.0
1036,1,the information you need in order to replicate this experiment is how much of each sample you are putting into the containers. maybe you should also state what the containers you are using look like.,1.0,0.3333333333333333
1390,1,"i would need to know what the outcome was suppose to be or what it was suppose to look like. the information given is good but doesn't really explain why they were doing this experiment for, but the table was good and understandable.",0.0,0.0
1554,1,"in this experiment they give all the things you need to do but not with enough detail. in order to replicate this experiment you would need to know how much vinegar goes in each container. it may be the same but we need to know a measurement. also another thing you would need to know is how to label and understand each sample, for instance we don't know if a certain substance goes in a certain container. lastly they don't explain how they determined the mass. in order to repeat the experiment you would have to know what they used to measure the mass.",1.0,0.3333333333333333
1195,1,the reason the procedure is bad because they did not finish.,0.0,0.0
400,1,the procedure should include what the mass should be and how to get it. also you do not know what the four samples are. in the second step how much vinegar should be poured. in the thats step it should explain how to get the mass and how to record it so it is neat and understandable. a last step should also be included to say repeat.,2.0,0.6666666666666666
770,1,"the group should have told the reader how much vinegar to put in the container. in their procedure, they also should have",2.0,0.6666666666666666
709,1,you would need to know how much vinegar to poor in each container you would also need to know how much sample exactly do you have to put in each container the last thing i would need to know is what to label the mass of the sample.,1.0,0.3333333333333333
1094,1,"to replicate the groups procedore i would need to know how to determine the mass of the different sampes such as what would i use. another piece of information i would need to know is how much vingar should i poor into the the four identical containers, and the last thing i would need to know is what would i use to determine how much the mass is of each sample after sifting in vinegar.",1.0,0.3333333333333333
416,1,in order to replicate this experiment you would need to know how much vinegar you put into each sample. you would also need to measure them at the exact time because the one you measure last might grow a little more because it was sitting longer.,1.0,0.3333333333333333
1667,1,one piece of information you would need to replicate this experiment would be the measurement for the vinegar. how much should you have in each container? another bit of information not included is how you are measuring the mass and how much at each sample should be used in each containers for example (1in*2in) marble square.,2.0,0.6666666666666666
913,1,"one thing you would need to know is how much vinegar in step 2, to pour into the containers. another piece of information that would be helpful for this procedure is how much of each sample you need to put into the container in step 3. a last thing you need to know is how long do you rinse the sample off for, in step 4.",2.0,0.6666666666666666
1391,1,how much vinegar are whe poring? how long are we rinsing them?,2.0,0.6666666666666666
573,1,"to replicate the experiment, the students need to include more detail in their procedure. first, we need to know what are good samples to use for this experiment. the students tell us to pour vinegar into containers, however it is not clear how much vinegar to use, if the amounts of vinegar are different, the entire experiment will not be accurate. to improve the experiment, the students could have done more trials to get better observations.",2.0,0.6666666666666666
947,1,"since the groups procedure is a little vogue, in order to replicate the experiment, you would need to know some additional information. first, you'd need to where to let the sample sit and dry, because that could make a difference. and you would need to know how much vinegar to pour into each container since that mass to be held constant. finally, you'd need to know what are the 4 different samples to use. you know by looking in the data table, when they don't list items in the procedure.",3.0,1.0
723,1,how much do you pour in the containers.,0.0,0.0
1103,1,"in order to this experiment to be replicated, i would need to know how many or what size samples i should be weighing, how much vinegar needs to be poured, what to label each container, and how long i need to rinse each sample. only if i know these specific details will i then be able to complete the experiment like the other group.",3.0,1.0
279,1,"in order to replicate the procedure of the experiment you would also need to know how much vinegar they used, and if it is the same for all of them. you would also need to do another trial, as the extra information would validate the experiment more.",1.0,0.3333333333333333
1293,1,"to replicate the group experiment you would need to know what size container the group used to hold the samples. you would also need to know how long to rinse the samples. you would also want to know how they dried the material, if you want to get the same data.",3.0,1.0
1538,1,you need to determine what will happen after the the investigation how will it happen need berck down the steps.,0.0,0.0
493,1,"in order to replicate the experiment they would need to determin what the materials were, they would have to establish a control and they would have to give directions to find the difference in mass.",1.0,0.3333333333333333
867,1,"when simulating acid rain in this experiment it would be important to include consistant measurements to the data and results are accurate.they should start with the same ammount of mass ea each sample. so the change is seen easier and each sample is affected equally. by the same wage, it is also important that the samples be submerged in the same amount of vinegar. b/c the labs goal is to nonce change based on acid rain, its important the experiment be as close and as repeated as possible.",1.0,0.3333333333333333
238,1,"the steps that this procedure is missing would be to list & gather all materials, because you need to know what you are working with, 2nd, say how much vinegar to pour into the containers the other part that this procedure is misssing is how much distilled water do you rinse each sample with. if you don't have this information, it would make the experiment very off with validity's. the containers wouldn't be the same.",1.5,0.5
1131,1,"to replicate this experiment i would need to know what type of measurement item i would need to ""determine the mass of each sample"". also i need the names of the samples that i need to use, such as marble or wood. lastly, i need from the procedure, a control because i need to be told what i am testing for.",1.0,0.3333333333333333
1389,1,"i want to know how the experiment is related to acid rain, because there is no introduction to describe the purpose. ^p how much vinegar would i pour into the beakers. ^p what materials do i need to conduct the experiment?",2.0,0.6666666666666666
1611,1,"in order to replicate the experiment i'd need to know what 4 different samples i needed, i'd also need to know the amount of vinegar to pour in each container i'd need to know what i'd use in order to determine the mass.",2.0,0.6666666666666666
1460,1,"first, their procedure needs to identify what samples are being tested. also, they would need to specify the amount of vinegar in each container in step 2. the experiment is also missing a control to compare each sample to. without a control, we don't know if the mass lost is from vinegar or some other reason.",2.0,0.6666666666666666
1445,1,"in order to replicate this experiment, it would be important that we know the specific pll of the vinegar which is acidic, therefore it would be below it. we would also need to know what type of wood is being used in the experiment. finally the most important aspect of the experiment that would need to be determined before replicating would be the amount of vinegar solution that each sample was placed in, the type of plastic is also important to know.",2.0,0.6666666666666666
1238,1,"i would need to know how to determine the mass of each sample. i'd need to know what to lable the containers. i'd need to know how to preform the steps, not just what the steps are of the experiment.",0.0,0.0
209,1,"in order to replicate this experiment ,i would need to know how much vinegar to place in each container.also i would need to know of each sample was, are solid piece or,n small or pieces. the greas would need to identify",3.0,1.0
1003,1,"in order to replicate the experiment i would need to know the ammount of vinegar in each container, i would need to know what it is they labelled on the container and i would also need to know the size of each container.",2.5,0.8333333333333334
1305,1,"you would need vinegar, a sample material to put into a measurement and label them, also you would need four identical containers. this is to replicate the starting mass, ending mass and difference in mass. that is what you would need to replicate this experiment.",0.0,0.0
525,1,"the additional information i would need to replicate this experiment is a watch, a measureing container, also some marbles, limestone, wood and plastic.",0.0,0.0
59,1,"some additional information that you would need is how many vinegar are you pouring in. also in step 3 it says add a sample of each material. we need to know how big the sample would have to be. something that could effect the data could be what temperature are you putting this experiment in, is it room temperature, we need to know this.",3.0,1.0
452,1,"you would need to add materials that you need to use. you also would want to know how much vinegar you should pour in the cups. you should also say what you should label the container with if it should be the sample or letters like a, b, c, d.",1.0,0.3333333333333333
1326,1,you would need to know what material the samples were made of. you would need to know how much vinegar to pour into each container. you would need to know how much of each sample to put into each container.,1.0,0.3333333333333333
1492,1,"in order to replicate th experiment the students will need to add 5 things. what type of woods, plastic, limestone and marble so for example th wood thy use is hard than the wood you use. how much vinegar needs to be poured in it enough to cover it or not. also what siz container. another thing to change how long is each sample rinsed for so some don't absorb more or less water. and finally what temperature does th samples dry at because in higher or lower temperatures or humid environments th samples may dry at a different speed.",3.0,1.0
1534,1,"some additional information you would need to replicate this experiment would be how much vinegar should be put in each container. if not specified, someone may put too little or too much, and the results can come out very differently. you would also need to know how much of each sample you need to put in the containers and you need to know how long to rinse each sample and where the samples should dry.",3.0,1.0
1320,1,"the additional information that the group did not add in, was how much viniger was poured in each container. if each container had different mass of viniger, then it will affect the out come of the samples. you must have the same amount of viniger in each container and must be done at the right time to get the lab as accurate as possible.",1.0,0.3333333333333333
365,1,"in order to replicate this experiment, you would need to know what the samples were. also, step three in their procedure is a little confusing and to replicate this experiment they may want to give a little bit more directions and be more specific. they might also want to say what size containers to use or how much vinegar to add to the container to allow someone also to replicate.",3.0,1.0
547,1,"first, you would need to know the amount of vinegar they put into each cup. second you will need to know the temperature of the room. third, you will also need to know wether the scale used was electric or normal.",2.0,0.6666666666666666
356,1,"to replicate the experiment you would need to know what the material (samples) were, (marble,limestone,acid and plastic). you would also need to know the amount of vinegar that was placed in the cup and you would need to know what you are weighing the mass in which is grams. if these three were added to the procedure,then you could replicate the experiment.",2.0,0.6666666666666666
884,1,"they need to tell how much vinegar they need in each container. they need to tell like where they will place the containers, if it has to be in warm place or room temperature. they have actually determine the mass.",2.0,0.6666666666666666
1342,1,"in order to replicate this experiment you would need to know the amount of vinegar used in each cup. you would also have to include a control group without vinegar to see if the mass might change. another piece of information needed is where the samples were placed, such as a hot environment or a cool one.",2.0,0.6666666666666666
1544,1,"1. gather materials. ^p 2. put on apron & goggles. ^p 3. set up materials. ^p 4. por vinegar into a identical containers. ^p 5. put marble, limestone, wood, plastic into their separate containers. ^p 6. put name on container, wait 24 hours. ^p 7. rinse the samples with distilled water. ^p 8. put samples out to dry. ^p 9. determine the mass & other differences. ^p 10. clean up materials.",0.0,0.0
1229,1,"the three pieces of information needed is, which container kept the same mass when vinegar was poured? which container lost less mass? which container lost more mass? you could also need to pour more vinegar to each of four separate containers.",0.0,0.0
1542,1,"you would need an experiment contron, a problem statement and for precision you need more than one trial for each sample",0.0,0.0
294,1,"additials information that would be good to now is, why are the students performing this xpirement? why arent there cups a for measures for distiled water amounts, or vinegar amounts? you should also know why the starting mass for the materials all arent the same.",1.0,0.3333333333333333
1471,1,the group will need to put to the following information. what are the four different samples. what type of containers will be needed. also what size. they will also need to put in there lab is what is the temp of the vinegar. (the temperature should be consistant),2.5,0.8333333333333334
1281,1,i would add let all the samples sit in the vinegar to soak. make sure they are dry before making on. don't let any types get mixed up.,0.0,0.0
585,1,"the additional information i need is to know how vinegar to pour in each container, what kind of container am i supposed to know and also how to determine the mass of each object.",2.0,0.6666666666666666
1008,1,"the additional information you would need in order to replicate the experiment would be how much of each sample would you need and how much vinegar howa you need in order to perform the experiment. also, it would be helpful to know how you measure the mass of each sample like as what tools you may need.",1.0,0.3333333333333333
1631,1,"to replicate the group's experiment, 5 other things i would need to know are: ^p 1) what samples. ^p 2) how much vinegar i need to pour. ^p 3) how much of the samples i need to pour into each container.",2.0,0.6666666666666666
591,1,"in order to replicate this procedure, they should includ a set mass for each stone i.e 10g of each sample. they also shuld include the amount of vinegar to be poured in each cup and the third they should include the size of the container.",2.0,0.6666666666666666
235,1,in order to rept this experiment they could have multiple trial. and also kep the lab going for 48 hours in place as they also need ti have a tv and dv content.they also could or tabled their data up and made a graph to show increase or decrease,0.0,0.0
593,1,"in order to replicate the experiment, i would need (other than the procedure) what samples to use (what materials), how much vinegar goes into each container and what shape the samples should be in. these pieces of information are important because using too little or too much vinegar will give different results. using any sample other than the ones listed will give different results due to some materials inability to be changed by acid rain. finally, the shape is important because the surface area could differ making the vinegar more or less chaotic during 24 hours.",3.0,1.0
1383,1,some additional information you would need a control. you would also need to have the measurements of how much vinegar your putting into each of the samples. another thing is you would have to list the samples that you are testing in your procedure.,2.0,0.6666666666666666
197,1,"in order to replicate the experiment, the person performing it should do a few things differently. first, they should state what materials they are using, second, they should have a set measurement of how much vinegar to pour into each container, and third, they should state that you must find the difference of the starting and ending masses.",2.0,0.6666666666666666
1185,1,"these students should say what the sample's were that they used. for example they could say for step one that you obtained a marble, limestone, piece of wood and a piece of plastic. i would need the four sample's inorder to complete this task. secondly i would need vinegar in four separate containers. lastly i need distilled water for the sample's and i would need a weight measure to check the mass of all four or any samples.",1.0,0.3333333333333333
497,1,"the information you would need in order to replicate the experiment the mass of four labels marble, limestone, wood, and plastic is to show how you got the mass of each. what material did you use to get this answer. what effects did it have on all material such as color and size.",0.0,0.0
1397,1,"you would need to know how much vinegar would be put into each container, how much each sample should be included in each container, where to place the containers and then where to place the samples during the their in the containers and out.",2.0,0.6666666666666666
82,1,"in order to replicate this experiment, you must be able to know what the four materials are, how to measure the mass, how much vinegar should be poured into the containers and how much distilled water should they rinse it with. they should start by saying, d determine the mass(put the tripple beam balance), of the four diff. samples(name them), then pour vinegar(how much) into containers, then these step of step 4, wash( how much distilled water, and it would be better.",2.0,0.6666666666666666
1564,1,in order to replicate the experiment it would have been better if they put in how much vinegar to go in each container. they could shortened the time that each sample had to stay in a container. they could have stated how to determine the mass and what unit to use. they could have also seen sipecific or what type of container can be used for the experiment.,2.0,0.6666666666666666
521,1,"in order to replicate the experiment the procedure needs to be more specific. it would need to tell how much vinigar is used in the containers, have a longer drying time because the samples will not be fully dry after 30 minutes and say what the samples are weighed with. it is also important that safety procautions are told such as gloves or goggles.",1.0,0.3333333333333333
1283,1,we need to know what the samples are in the procedure it just says to get four samples. it would also be helpful to tell us what unit to measure the samples and what size test tube to use. then the lab would be performed correctly.,2.0,0.6666666666666666
858,1,"after reading the group's procedure,some additional information i would need to replicate the experiment would be: ^p 1) to know the amount of vinegar they used ^p 2) to know what their control variable is and their independent variables are since they didn't label that ^p 3) to know whether or not the mass of the materials was with the mass of the container, because that will effect the results and decrease validity.",1.0,0.3333333333333333
382,1,"to replicate the experiment, i would need to know the amount of vinegar use in each cup. i would also need to know the amount of distilled water for their more explanation 3 must be better explained.",1.0,0.3333333333333333
112,1,i would need to know what materials i am getting to begin this experiment. what should i be looking for when experiment is going on? how do i determine the mas of each sement.,1.0,0.3333333333333333
1415,1,"the group of students needs to add how big or small the containers should be. another item that the students did not add was how much vinegar goes in each container. the group also forgot to mention what samples they are using. without these 3 main information points, nobody could replicate this lab.",3.0,1.0
966,1,"in my opinion, they should add more informations of, the temperature because different samples migh react differently in lower or higher temperature. they should do more than just one try with each sample, it should be at least 3 to get a better data, they should have measure mass much more often as well.",1.0,0.3333333333333333
1405,1,i would need to know what were the four different samples. how much vinegar to pour into the four separate contains. also what to label the containers and should i leave the container at room temperature or put it somewhere else for the whole 24 hours.,3.0,1.0
541,1,"the procedure is very flowed because i can't even understand half of it, when they are talking about the ""four samples"". they need to clarify what the samples are. they also need to clearly give the distinction of the container, the samples, and where viniger is poured into. lastly, they need to not write step 3 because the container, sample and label have no refereced and are just plain renthstig.",1.5,0.5
1480,1,"one thing you would need to know is what use of containers you need. in step 2 they do not say the size of the container, they just said you need them. also in step one it just says to determine the mass of four different samples that is very unclear because it does not tell you what samples to measure. als in step two it does not tell you the amount of vinager to pour into the containers.",3.0,1.0
891,1,in order to keep this experiment valid you would have to make sure when they are to over night that they should all be in the same exact conditions.,1.0,0.3333333333333333
953,1,you would need what the outcome is after the 24 hours. label what liquid you used for this lab.,0.0,0.0
1196,1,"after reading the group's procedure, you would need to know the problem in order to formulate a hypothesis, the materials so that you could directly replicate the procedure and the validity of the experiment so that you could repeat the experiment and conduct further trials in order to perhaps acheive more accurate results.",0.5,0.1666666666666666
312,1,"you would need the information to know how much vinegar to pour into the container, the information to know which sample had the greatest difference in mass, and the information to which material to use in step 3.",1.5,0.5
814,1,"in order to replicate the experiment, i would need to know the brand of vinegar,",1.0,0.3333333333333333
1106,1,"in this experiment you would need the amount of vinegar that you would pour into the containers. you would also have to have a specific amount that you would use to sample each material. this would allow one compare each sample effectively. in step 4, the procedure says to remove the sample. in order to replicate the experiment one would need more information on how to remove the sample from the containers.",1.0,0.3333333333333333
849,1,"to replicate this you would a hypothesis. also some other information would be amount of vinegar and amount of each sample. you would not be able to retest this experiment this information. one other thing you might need is a control for the experiment, something to compare the results with.",1.0,0.3333333333333333
1550,1,"this group left out some important details when writing their procedure. in order to replicate this experiment, i would also need to show what i would measure the mass with & how, the amount of vinegar i should put into each container & what the other materials would be. these 3 things would help me to replicate the experiment better.",1.5,0.5
1574,1,first piece of information i would add is the name of the different samples and how much vinigar was put in to the container when you started. then when you finish how much vinigar was in the container.,1.5,0.5
587,1,"in order to replicate this group's experiment i would need to know how much vinegar they put in each container. also, i would need to know what type of marble, limestone, wood, and plastic was used. finally i would also need to know which type of vinegar was used in their experiment.",2.5,0.8333333333333334
1234,1,in order to replicate the experiment you would need to,0.0,0.0
623,1,"after reading the groups procedure, there was additional information you would need in order to replicate the experiment. first, they didn't state how much vinegar to pour into the containers which is a huge factor. second, in order to make sure their experiment was valid, they could have done another trial and lastly, they should state the temperature this is all happening at because that could have an effect on the results.",2.0,0.6666666666666666
1599,1,one piece of information needed to replicate the experiment would be material starting because it could or from the. another would be how many of each sample you are puting in the cup. and the last could be if there was a control to the experiment.,0.0,0.0
1659,1,the additional information i need in order to replicate the experiment is the amount of vinegar i pour in each of the containers; how big or small the containers have to be; and whether or not i should close the containers.,3.0,1.0
1140,1,i would need to know why wood did not change?why limestone it bigger and why plastic is small number,0.0,0.0
1235,1,"to replicate the experiment, you need to determine how much vinegar was used in each cup for this experiment. you also need to determine the tempature the did the experiment take place and how much of the material was used.",2.0,0.6666666666666666
667,1,"in order to replicate this experiment, i would need to know what kind of containers to use, how much vinegar and",2.0,0.6666666666666666
496,1,"the procedure should include what the four different samples are. at this point it is to vague and needs to be specified. the procedure should indicate how much vinegar needs to be poured on in each containers. the procedure should also encourage repetition. human and equipment errors as always possible. therefore it should give the readers an notion for the retests if necessary. finally, the procedure does not include a control. this doesn't give the readers anything to compare the results.",2.0,0.6666666666666666
1604,1,some of the additional information that will be needed is how much vinegar will be poured in the containers also will need four containers a balance bean to weight it and the samples.,1.0,0.3333333333333333
617,1,one piece of information is that you will need to know how much vinegar to pour into eaach container and you need to know what kind of vinegar you need for the experiment. you also need to know what you're supposed to do with the data after you have collected it to find the answer to your problem. it doesn't say in the procedure to analize the data or anything like that.,2.0,0.6666666666666666
663,1,"to replicate the experiment, i would need to know the readly of vinegar used with each materials. i would also need to know what kind of plastic they used in the expensal, because there are many diffrent",1.0,0.3333333333333333
942,1,in order to replicate the experiment you will need to know why are the students making this experiment? why are they trying to get the mass of the elements listed in the table?,0.0,0.0
1333,1,"in order to replicate this experiment, it should be useful to know how much mass of each sample you are trying to start with. each starting mass the group used were different, having a significant effect on this results. you would also want to know how much vinegar the group is putting into each container. also, it would be important to know how the group is covering the samples from the containers. depending on how the samples are removed could play a major role on the final results.",1.0,0.3333333333333333
832,1,"the procedures needs to tell me how much vinegar i'll be pouring into the containers, also what kind of container i'll be using. when determining the mass the procedures should tells as what to use such as a triple beam balanced or no electronic soaks.",2.0,0.6666666666666666
1272,1,"you would need to know why you are pouring vineger into 4 masses. you need to pour the same amount of vineger into each sample. and also, you need to include 4 designated samples and say liquids or solids.",2.0,0.6666666666666666
1662,1,"three additional pieces of information i would need to be able to replicate the experiment is; first, how much vinegar do you place in each container, what are the samples you should use, and third what is the controle to show that vinegar is what changes the mass, those are the three things i would need to know so that i can replicate the acid rain experiment.",2.0,0.6666666666666666
329,1,"to replicate the experiment i would need additonal information. for example, how much vinegar should be poured into each container? i would also want to know the size of each sample, and make sure the surface area of each is as close to equal as possible. lastly, i would want to know how much distilled water to rinse each sample with. with this information i am certainly capable of repeating the experiment.",2.0,0.6666666666666666
256,1,additional information that you will need in order to replicate the experiment was how much vinegar was put into container. how long do you rinse the samples ? do the samples stay outside or inside ? day or night ?,3.0,1.0
895,1,"i would need to know what are the samples, like the ones they put in their table at other ones. they don't state what the samples have to be . they also don't say how much should the samples weigh. they also don't say how much vinegar should be used. should it be the same amount or no because they allweigh different amounts.",2.0,0.6666666666666666
324,1,"if i a just looking at the people and i was to repeta this experiment i would need to know what the four different samples were, does the distilled water need to be a after temperature, and how much vinegar do i add to the samples.",2.0,0.6666666666666666
1212,1,"you would need to include how much vinegar to pair into each container, if you were labeling each sample after you washed it with distilled water, and what kind of samples they are.",2.0,0.6666666666666666
557,1,"the students need a list of material,also the students should write that we have to form a hypothesis.the students must also add that we have to form a conclusion at the end of the experiment.",0.5,0.1666666666666666
683,1,how much vinegar is needed in each dish. what is the sample material. and how do you determine the mass.,2.0,0.6666666666666666
822,1,"in order to replicate the group's procedure i would need some more information. i would need to know what the samples were. i would need to know the ph vuel of the vinegar, and i would need to know if there was any control in the experiment.",2.0,0.6666666666666666
1420,1,in their procedures they would also have to include on how to find the difference in mass. they would have to state that you need to subtract the starting mass from the ending mass. in order to replicate this investigation it is necessary to know now much vinegar is needed in each of the containers. we would also need to know what the units are if their grams and mls.,1.0,0.3333333333333333
1379,1,"in order to replicate this experiment; you would need to know: how much vinegar to pour into into each container; what utensil to use to measure the mass of the each sample; and what materials should be measured (i.e marble, limestone)",2.0,0.6666666666666666
178,1,i would need to know the amount of vinegar added to each sample which have to be the same replicate the experiment.,1.0,0.3333333333333333
1459,1,"in order to replicate the experiment, i would need to know the amount of each sample that is put into the containers. i would also need to know the environment in which the containers where during the 24 hours. things such as temperature are necessary. i would also need to know how long the samples should be rinsed after the 24 hours.",2.0,0.6666666666666666
860,1,"one piece of information i would need is the amount of vinegar to pour into the containers. a second piece is to know samples of what the first step says 4 samples but can they be anything? lastly, i need to know if it matters where i leave my experiment. i should know if it needs to be in hot or cold temperatures or if it needs sunlight and factors like that.",3.0,1.0
1097,1,in order for you to replicate this experiment you need to know how much of the material they put in each cup. how much water you need and the amount of vinegar.,1.0,0.3333333333333333
87,1,"three additional pieces of information i would need to replicate the procedure are to gather materials, use a control, and when it's finish to record the data.",0.0,0.0
903,1,"in order to replicate the experiment, the group needs to clarify a certain mass for all of the samples. otherwise, the data can be affected without this constant. also, it is important to include what samples are from since the data table clarifies that marble, limestone, wood and plastic are the specific materials used. this needs to be included in the procedure. finally, the group needs to include a specific amount of vinegar paired into each cup so that variations in the amount of vinegar don't affect the validity of the experiment.",2.0,0.6666666666666666
1625,1,"1st you need the sample to be the same amount as every other sample, then you need to put same amount of vinegar in all containers and try wasting 1day the 2days to see what would happen.",1.0,0.3333333333333333
1583,1,"while doing this experiment some additional information that you may need to know are what is the reason they are doing this experiment, for what is the problem? another thing is what is the final anwser that they are looking for they also need to follow the scientific method in order to complete their investigation.",0.0,0.0
367,1,"in order to replicate the experiment after reading, you will need to know what the 4 different samples are. you will also have to know how much vinegar to pour in each container. you will have to rich what the measure is when you are let it sit for the 24 hours.",3.0,1.0
1663,1,"i think they would need safety goggles and gloves to be safe. they could of extended the time. so, instead of being for 24 hours, it can be 48 hours for best results. i would actually give the samples 24 hours to dry because there is water inthe sample and it needs to evaporate.",0.0,0.0
969,1,atleast three pieces of information i would need to replicate this experiment is (1) what safety equipment should i wear? (2) the exact way to extract the samples from their containers (3) what do i need to determine the mass of each sample?,0.0,0.0
267,1,"after reading this group's procedure, i found that they left out the amount of vinegar that was added to each cup. this information is vital because if this experiment were to be replicated the results would vary among other replications from the original test, the data obtained from a replication of this experiment it would be false and the procedure couln't be replicated. therefore, it is clear that the amount of vinegar poured in each cup is vital information to this experiment.",1.0,0.3333333333333333
